"MW","AMW","Sv","Se","Sp","Ss","Mv","Me","Mp","Ms","nAT","nSK","nBT","nBO","nBM","SCBO","nCIC","nCIR","RBN","RBF","nDB","nTB","nAB","nH","nC","nN","nO","nS","nF","nCL","nBR","nI","nX","nR03","nR05","nR06","nR07","nR08","nR09","nR10","nR11","nR12","nBnz","ISIZ","IAC","AAC","ZM1","ZM1V","ZM2","ZM2V","Qindex","SNar","HNar","GNar","Xt","Dz","Ram","Pol","LPRS","VDA","MSD","SMTI","SMTIV","GMTI","GMTIV","Xu","SPI","W","WA","RDSUM","Har","QW","TI1","TI2","HyDp","RHyDp","w_","ww","Rww","D.D","Wap","WhetZ","Whetm","Whetv","Whete","Whetp","J","JhetZ","Jhetm","Jhetv","Jhete","Jhetp","MAXDN","MAXDP","DELS","TIE","X0","X1","X2","X3","X4","X5","X0A","X1A","X2A","X3A","X4A","X5A","X0v","X1v","X2v","X3v","X4v","X5v","X0Av","X1Av","X2Av","X3Av","X4Av","X5Av","X0sol","X1sol","X2sol","X3sol","X4sol","X5sol","XMOD","RDCHI","RDSQ","S0K","S1K","S2K","S3K","PHI","BLI","PW2","PW3","PW4","PW5","PJI2","CSI","ECC","AECC","DECC","MDDD","UNIP","CENT","VAR","BAC","Lop","ICR","IDE","IDM","IDDE","IDDM","IDET","IDMT","IVDE","IVDM","HVcpx","HDcpx","Uindex","Vindex","Xindex","Yindex","IC0","TIC0","SIC0","CIC0","BIC0","IC1","TIC1","SIC1","CIC1","BIC1","IC2","TIC2","SIC2","CIC2","BIC2","IC3","TIC3","SIC3","CIC3","BIC3","IC4","TIC4","SIC4","CIC4","BIC4","IC5","TIC5","SIC5","CIC5","BIC5","LP1","STN","Eig1Z","Eig1m","Eig1v","Eig1e","Eig1p","SEigZ","SEigm","SEigv","SEige","SEigp","VEA1","VEA2","VRA1","VRA2","VED1","VED2","VRD1","VRD2","VEZ1","VEZ2","VRZ1","VRZ2","VEm1","VEm2","VRm1","VRm2","VEv1","VEv2","VRv1","VRv2","VEe1","VEe2","VRe1","VRe2","VEp1","VEp2","VRp1","VRp2","NGS","MPC03","MPC04","MPC05","MPC06","MPC07","MPC08","MPC09","MPC10","piPC03","piPC04","piPC05","piPC06","piPC07","piPC08","piPC09","piPC10","TPC","piID","PCR","PCD","CID","BID","D.Dr03","D.Dr05","D.Dr06","D.Dr07","D.Dr08","D.Dr09","D.Dr10","D.Dr11","D.Dr12","T.N..N.","T.N..O.","T.N..S.","T.N..F.","T.N..Cl.","T.N..Br.","T.N..I.","T.O..O.","T.O..S.","T.O..F.","T.O..Cl.","T.O..Br.","T.O..I.","T.S..S.","T.S..F.","T.S..Cl.","T.F..F.","T.F..Cl.","T.Cl..Cl.","T.Cl..Br.","T.I..I.","W3D","J3D","H3D","AGDD","DDI","ADDD","G1","G2","RGyr","SPAN","SPAM","SPH","ASP","FDI","PJI3","L.Bw","SEig","DISPm","QXXm","QYYm","QZZm","DISPv","QXXv","QYYv","QZZv","DISPe","QXXe","QYYe","QZZe","DISPp","QXXp","QYYp","QZZp","G.N..N.","G.N..O.","G.N..S.","G.N..F.","G.N..Cl.","G.N..Br.","G.N..I.","G.O..O.","G.O..S.","G.O..F.","G.O..Cl.","G.O..Br.","G.O..I.","G.S..S.","G.S..F.","G.S..Cl.","G.F..F.","G.F..Cl.","G.Cl..Cl.","G.Cl..Br.","G.I..I."
301.42,6.7,27.1,44.87,28.71,52.17,0.6,1,0.64,2.37,45,22,46,23,12,29,2,2,11,0.24,0,0,12,23,18,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,247.133,63.278,1.406,106,260,117,252,12,14.909,1.833,1.969,0.001,47.5,6,28,105.375,122.364,0.319,5624,9414,5647,15415,22.598,146.734,1346,5.827,69.251,37.273,1172.667,45.277,6.051,3057.5,21.925,1834,10459,23.433,172.761,4199,1143.155,1143.219,1359.209,1143.875,1413.188,1.514,1.767,1.767,1.502,1.766,1.447,1.751,3.45,22.143,224.239,15.949,10.542,9.373,7.219,4.959,4.068,0.725,0.458,0.312,0.212,0.134,0.09,12.789,7.565,5.633,3.749,2.335,1.61,0.581,0.329,0.188,0.11,0.063,0.036,15.949,10.542,9.373,7.219,4.959,4.068,65.436,3.572,149.029,68,16.653,8.06,5.545,6.101,0.987,0.574,0.312,0.141,0.082,0.875,532,257,11.682,1.831,19.273,92,668,80,17,0.65,2.936,3.674,7.563,4.187,4.435,848.641,10179.22,1.949,5.051,3.512,1.635,42.749,0.223,0.366,0.564,1.406,63.278,0.256,4.086,0.247,2.661,119.752,0.485,2.831,0.467,4.049,182.198,0.737,1.443,0.71,4.697,211.359,0.855,0.795,0.824,4.925,221.624,0.897,0.567,0.864,5.031,226.379,0.916,0.461,0.882,2.274,3.584,106.432,106.438,127.232,106.498,132.395,0.893,0.891,-3.298,0.886,-4.184,3.675,0.167,251.2,11.418,4.629,0.21,113.815,5.173,4.642,0.211,112.845,5.129,4.642,0.211,112.846,5.129,4.627,0.21,114.222,5.192,4.642,0.211,112.844,5.129,4.625,0.21,114.403,5.2,30,34,37,45,38,32,33,32,29,77.5,117.75,193,155,119.781,125.813,135,132.188,529,3709.164,7.012,35.858,43.973,22.2,0,0,170.882,0,0,0,0,0,0,0,21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4599.75,3.671,138.714,204.433,739.187,32.853,52.625,25.669,7.451,6.755,0.387,0.953,0.86,0.734,0.911,20.4,74.178,1.746,18.802,19.852,371.047,1.518,26.092,29.824,359.55,0.11,61.805,73.593,630.608,0.134,29.852,34.585,378.493,0,16.6,0,0,0,0,0,24.61,0,0,0,0,0,0,0,0,0,0,0,0,0
301.42,6.7,27.1,44.87,28.71,50.5,0.6,1,0.64,2.3,45,22,46,23,12,29,2,2,11,0.24,0,0,12,23,18,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,247.133,63.278,1.406,106,264,118,254,12,14.909,1.833,1.969,0.001,47.5,6,29,103.653,113.364,0.293,5218,8488,5231,13503,22.281,179.499,1247,5.398,70.968,37.807,1104.167,42.632,5.378,2598,22.348,1703,9132,25.474,176.131,3563,1022.821,1022.998,1455.435,1023.812,1552.867,1.647,1.992,1.991,1.404,1.99,1.317,1.972,4.329,21.302,182.965,15.949,10.559,9.279,7.268,5.239,4.017,0.725,0.459,0.309,0.208,0.134,0.089,12.938,7.469,5.517,3.499,2.286,1.378,0.588,0.325,0.184,0.1,0.059,0.031,15.949,10.559,9.279,7.268,5.239,4.017,65.823,3.499,153.007,66.045,16.653,8.06,5.217,6.101,0.974,0.572,0.318,0.153,0.083,1,491,237,10.773,1.702,18.975,83,668,74,17,0.65,2.902,3.551,7.586,3.789,4.432,820.177,9459.665,1.708,5.072,3.413,1.64,42.496,0.247,0.396,0.651,1.406,63.278,0.256,4.086,0.247,2.626,118.166,0.478,2.866,0.461,4.008,180.339,0.73,1.484,0.703,4.597,206.869,0.837,0.895,0.806,4.881,219.624,0.889,0.611,0.856,4.881,219.624,0.889,0.611,0.856,2.304,3.584,95.442,95.459,135.847,95.533,144.956,0.893,0.891,-3.298,0.886,-4.184,3.893,0.177,223.205,10.146,4.624,0.21,114.649,5.211,4.637,0.211,113.769,5.171,4.637,0.211,113.769,5.171,4.636,0.211,113.801,5.173,4.637,0.211,113.765,5.171,4.635,0.211,113.781,5.172,30,35,39,45,38,36,32,32,28,74,112.5,178,136.188,134.188,125.438,132.188,129.938,488,3045.926,6.242,28.842,43.903,22.218,0,0,171.883,0,0,0,0,0,0,0,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4332.044,3.899,153.485,192.535,722.287,32.102,56.382,26.122,6.645,6.239,0.372,0.95,0.824,0.717,0.893,15.7,74.992,2.067,18.571,19.24,294.973,1.494,29.27,31.647,319.936,0.141,67.409,74.916,536.344,0.141,33.715,36.729,340.001,0,10.79,0,0,0,0,0,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0
499.74,6.33,45.8,78.57,48.82,77.25,0.58,0.99,0.62,2.15,79,36,80,37,13,45,2,2,24,0.3,0,1,12,43,29,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,497.999,110.178,1.395,178,457,209,431,20,22.652,1.701,1.876,0,78,12,62,197.766,247.778,0.232,17878,28471,17517,43768,33.085,146143.9,4460,7.079,150.006,67.742,3997.667,95.138,6.717,11752,41.503,5604,35092,55.313,507.922,12621,3806.774,3807.166,4824.84,3809.326,5059.309,1.974,2.291,2.291,1.861,2.29,1.782,1.92,4.438,30.659,353.029,26.933,17.104,14.891,12.549,9.814,7.053,0.748,0.462,0.286,0.185,0.123,0.077,23.435,12.356,10.078,7.153,4.72,3.045,0.651,0.334,0.194,0.105,0.059,0.033,26.933,17.104,14.891,12.549,9.814,7.053,109.41,4.289,325.308,115.14,28.974,12.626,6.705,10.161,1.002,0.575,0.364,0.188,0.092,1,1025,508,14.111,1.957,40.42,178,2512,190,150,1.116,3.146,3.931,9.039,4.725,5.142,2476.348,40316.04,1.986,5.751,3.688,1.774,93.432,0.253,0.404,0.677,1.395,110.178,0.221,4.909,0.216,2.322,183.45,0.368,3.982,0.359,3.826,302.222,0.607,2.478,0.592,4.582,362.011,0.727,1.721,0.709,4.79,378.376,0.76,1.514,0.741,5.003,395.205,0.794,1.301,0.774,2.48,3.584,217.282,217.306,280.604,217.429,295.203,1.536,1.532,-5.644,1.523,-7.173,4.183,0.116,1984.37,55.121,5.913,0.164,238.955,6.638,5.93,0.165,236.596,6.572,5.93,0.165,236.601,6.572,5.878,0.163,244.347,6.787,5.93,0.165,236.604,6.572,5.87,0.163,245.548,6.821,52,68,80,92,101,108,89,74,64,130.5,209.5,324.25,392.688,472.844,436.438,310.906,229.875,1359,9093.902,6.692,87.215,70.99,36.161,0,0,301.452,0,0,0,0,0,0,6,82,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,17092.7,5.228,325.975,432.727,2121.32,53.704,110.814,43.208,11.292,8.399,0.326,0.955,0.697,0.684,0.895,8,140.489,1.952,91.703,93.436,804.539,0.75,120.207,126.364,845.461,0.066,256.049,275.495,1541.89,0.027,134.466,142.274,903.608,5.37,62.4,0,0,0,0,0,77.35,0,0,0,0,0,0,0,0,0,0,0,0,0
355.48,6.97,31.09,51.08,32.72,58.5,0.61,1,0.64,2.25,51,26,53,28,14,35.5,3,4,12,0.23,1,0,13,25,20,3,3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,289.294,77.249,1.515,132,336,153,336,17,18.493,1.902,2.037,0,56.5,8,38,130.446,153.385,0.282,8561,13965,8885,23204,25.716,308.524,1994,6.135,91.606,47.059,1726.805,111.153,6.295,4695.5,28.001,3178,21914,25.852,213.935,11015,1678.06,1678.203,2208.407,1679.949,2343.792,1.339,1.578,1.577,1.212,1.576,1.144,1.999,4.359,24.389,200.926,18.518,12.58,11.002,9.359,7.18,5.615,0.712,0.449,0.29,0.191,0.122,0.081,15.092,8.764,6.472,4.579,2.955,1.994,0.58,0.313,0.17,0.093,0.05,0.029,18.518,12.58,11.002,9.359,7.18,5.615,79.232,3.891,203.4,88.297,18.705,8.537,4.567,6.142,0.939,0.576,0.342,0.174,0.092,0.875,662,310,11.923,1.787,23.183,115,998,88,18,0.777,2.936,3.727,8.065,4.547,4.678,1211.391,16081.54,1.886,5.393,3.539,1.684,44.732,0.188,0.305,0.486,1.515,77.249,0.267,4.158,0.256,2.996,152.78,0.528,2.677,0.506,4.66,237.668,0.822,1.012,0.787,5.329,271.784,0.939,0.343,0.9,5.368,273.784,0.946,0.304,0.907,5.368,273.784,0.946,0.304,0.907,2.398,5.159,131.918,131.93,174.568,132.065,185.424,1.179,1.176,-4.177,1.166,-5.384,3.558,0.137,690.464,26.556,5.037,0.194,150.398,5.785,5.05,0.194,149.039,5.732,5.05,0.194,149.04,5.732,5.035,0.194,150.951,5.806,5.05,0.194,149.037,5.732,5.032,0.194,151.176,5.814,38,49,59,69,67,65,64,56,56,110,184.625,291.563,319.594,379.547,428.719,315.859,342.047,1103,16091.55,14.589,169.003,52.731,26.193,0,65.023,175.586,0,0,120.855,0,0,0,10,78,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6258.634,3.012,165.569,245.437,938.612,36.808,68.497,31.803,8.16,6.96,0.369,0.957,0.763,0.727,0.873,10.8,85.188,3.15,40.446,41.061,463.108,4.369,49.855,52.039,473.872,0.207,107.007,113.905,779.623,0.316,55.367,58.136,497.659,8.76,59.17,0,0,0,0,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0
428.58,6.8,37.51,63.19,39.66,67.33,0.6,1,0.63,2.17,63,31,65,33,14,40.5,3,4,16,0.25,1,0,13,32,24,2,5,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,376.569,92.92,1.475,156,432,183,406,19,21.383,1.842,1.993,0,68,10,49,165.797,213.935,0.276,13870,22653,14144,37075,29.88,1670.555,3316,7.131,117.249,57.029,2799.253,152.012,7.04,9054,34.281,5007,36704,32.87,311.906,20197,2753.06,2753.388,3760.291,2756.134,4005.254,1.348,1.609,1.609,1.204,1.607,1.133,1.607,5.757,27.218,270.378,22.38,14.998,12.716,11.163,8.856,6.945,0.722,0.454,0.283,0.186,0.118,0.076,19.065,10.439,7.687,5.686,3.879,2.637,0.615,0.316,0.171,0.095,0.052,0.029,22.38,14.998,12.716,11.163,8.856,6.945,96.3,4.249,259.849,106.566,23.544,10.958,5.575,8.322,0.949,0.569,0.353,0.188,0.1,1,925,441,14.226,2.104,34.119,161,1641,142,53,1,3.216,3.973,8.568,4.825,4.929,1847.333,28411.55,1.944,5.519,3.771,1.73,58.797,0.177,0.291,0.452,1.475,92.92,0.247,4.502,0.239,2.413,152.039,0.404,3.564,0.391,3.68,231.814,0.616,2.298,0.595,4.465,281.284,0.747,1.512,0.722,4.806,302.794,0.804,1.171,0.778,4.953,312.039,0.829,1.024,0.801,2.48,5.159,182.262,182.286,252.305,182.464,269.173,1.536,1.532,-5.644,1.523,-7.173,3.71,0.12,4235.298,136.623,5.492,0.177,195.421,6.304,5.505,0.178,193.572,6.244,5.505,0.178,193.576,6.244,5.469,0.176,198.626,6.407,5.505,0.178,193.572,6.244,5.465,0.176,199.209,6.426,45,60,75,91,97,104,105,93,80,129,215.5,357.563,443.438,528.047,540.875,474.188,386.625,1808,19859.08,10.984,203.535,62.543,31.165,0,79.031,218.886,0,0,149.291,0,0,0,4,68,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,11290.27,3.113,202.006,358.421,1414.781,44.914,84.028,38.299,10.519,8.168,0.36,0.961,0.793,0.716,0.89,12.8,107.183,4.142,56.063,58.745,751.213,2.229,74.209,83.742,763.699,0.136,165.618,195.726,1363.032,0.108,83.733,95.822,810.833,3.53,55.64,0,0,0,0,0,79.43,0,0,0,0,0,0,0,0,0,0,0,0,0
415.63,6.2,38.8,66.41,41.47,66,0.58,0.99,0.62,2.2,67,30,68,31,12,37,2,2,19,0.28,0,0,12,37,25,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,406.428,89.582,1.337,136,320,148,284,11,20.742,1.915,1.997,0,64.5,5,37,165.534,253.467,0.355,15744,24114,16011,36867,30.464,251.022,3802,8.74,100.669,50.174,3571.167,101.71,10.312,12903.5,29.693,4542,35379,38.917,364.224,9257,3403.905,3404.259,4254.973,3405.785,4445.013,1.314,1.46,1.46,1.171,1.46,1.122,1.98,4.215,29.135,297.962,21.443,14.703,11.667,9.229,6.739,5.033,0.715,0.474,0.315,0.215,0.143,0.095,17.931,11.135,7.735,5.236,3.384,2.246,0.598,0.359,0.209,0.122,0.072,0.042,21.443,14.703,11.667,9.229,6.739,5.033,91.578,4.571,212.149,93.886,24.516,15.109,10.223,12.347,1.078,0.541,0.303,0.152,0.079,1,1085,526,17.533,2.862,41.262,194,1784,162,11,0.659,3.498,4.3,8.433,4.307,4.882,1870.298,32062.96,1.754,5.449,4.062,1.714,70.415,0.167,0.288,0.395,1.337,89.582,0.22,4.729,0.215,2.544,170.437,0.419,3.522,0.41,4.158,278.596,0.685,1.908,0.67,5.096,341.408,0.84,0.97,0.821,5.439,364.428,0.897,0.627,0.876,5.529,370.428,0.911,0.537,0.89,2.322,3.584,232.97,232.995,290.686,233.096,303.577,1.143,1.14,-4.252,1.134,-5.378,3.441,0.115,53012.95,1767.098,5.407,0.18,177.199,5.907,5.416,0.181,176.201,5.873,5.416,0.181,176.202,5.873,5.419,0.181,176.584,5.886,5.416,0.181,176.2,5.873,5.419,0.181,176.626,5.888,37,43,47,53,47,42,37,34,33,86,128.5,199.125,166.063,153.531,122.156,108.5,107.5,840,4563.09,5.432,41.98,60.134,30.128,0,0,261.799,0,0,0,0,0,0,0,24,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,15838.95,3.42,209.895,472.804,1709.602,51.033,71.519,34.955,14.413,10.159,0.389,0.973,0.942,0.764,0.982,53,110.879,6.262,25.613,27.728,1286.981,2.974,35.929,43.444,1397.127,0.367,90.798,114.534,2337.522,0.321,41.589,51.118,1484.222,0,19.19,0,0,0,0,0,42.26,0,0,0,0,0,0,0,0,0,0,0,0,0
392.3,8.72,29.98,45.62,31.67,66.89,0.67,1.01,0.7,2.57,45,26,46,27,17,36.5,2,2,8,0.17,2,0,15,19,20,1,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,247.133,73.229,1.627,126,323.21,140,305.222,14,17.107,1.773,1.931,0,56.167,8,35,127.379,137.462,0.245,7260,12213.43,7087,19437.66,25.133,1089.605,1787,5.498,92.677,46.182,1584.333,51.936,4,3606,27.714,2339,11544,34.355,257.403,4439,1414.242,1413.594,1666.284,1436.9,1714.959,1.921,2.381,2.382,2.054,2.354,1.998,2.83,4.945,30.347,248.807,19.104,12.346,11.335,8.149,6.098,5.211,0.735,0.457,0.315,0.199,0.124,0.084,15.667,8.819,6.83,4.522,2.94,2.172,0.603,0.327,0.19,0.11,0.06,0.035,20.104,12.924,12.151,8.726,6.432,5.661,82.569,3.702,200.648,91.533,20.339,9.649,6.698,7.548,0.98,0.576,0.303,0.149,0.093,0.857,528,261,10.038,1.432,24.84,89,1260,106,43,1.754,2.738,3.482,8.125,4.21,4.666,1131.776,14518.66,1.834,5.58,3.306,1.697,54.563,0.278,0.431,0.781,1.627,73.229,0.296,3.865,0.281,3.032,136.427,0.552,2.46,0.523,4.159,187.159,0.757,1.333,0.718,4.631,208.378,0.843,0.861,0.799,4.808,216.378,0.876,0.683,0.83,4.942,222.379,0.9,0.55,0.853,2.356,3.584,112.226,112.168,133.226,114.276,137.236,2.187,2.213,-3.231,1.305,-3.798,4.28,0.165,269.027,10.347,5.004,0.192,150.402,5.785,5.03,0.193,147.544,5.675,5.03,0.193,147.522,5.674,5.012,0.193,149.493,5.75,5.024,0.193,148.26,5.702,5.012,0.193,149.432,5.747,36,41,49,62,58,63,67,64,56,95.875,149.75,252.125,224,277.688,385.313,524.813,658.969,655,5158.754,7.876,50.782,51.651,26.216,0,0,203.489,0,0,0,0,0,0,0,10,0,0,15,0,0,10,0,0,69,0,0,0,0,0,0,0,11,0,0,3663.209,4.639,1508.377,162.809,673.974,29.954,177.786,33.129,6.043,5.268,0.342,0.955,0.363,0.672,0.82,2.3,76.641,0.786,107.767,108.368,317.839,3.511,88.909,91.045,238.155,0.239,146.845,153.591,379.667,0.36,95.693,98.401,255.868,0,8.09,0,0,9.65,0,0,7.35,0,0,37.37,0,0,0,0,0,0,0,8.61,0,0
417.59,6.74,38.5,61.42,40.74,63.17,0.62,0.99,0.66,2.04,62,31,65,34,19,43.5,4,7,9,0.14,0,0,19,31,27,1,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,369.16,82.443,1.33,162,372,192,384,22,22.77,1.958,2.084,0,65.5,10,55,157.445,164.258,0.204,10967,16620,11435,25768,28.477,265.387,2546,5.475,129.449,61.511,1845.417,148.066,3.242,5119,37.504,6989,61773,16.212,181.392,35506,2073.643,2073.791,2430.896,2074.441,2510.871,1.516,1.86,1.86,1.626,1.859,1.582,1.458,5.134,21.378,201.774,21.794,15.101,13.085,11.63,9.439,7.856,0.703,0.444,0.278,0.182,0.114,0.071,18.597,10.907,8.286,6.455,4.572,3.384,0.6,0.321,0.176,0.101,0.055,0.03,21.794,15.101,13.085,11.63,9.439,7.856,94.073,4.017,294.104,105.79,21.728,9.756,4.73,6.838,0.962,0.575,0.35,0.187,0.107,1,708,329,10.613,1.625,29.59,117,1465,132,21,0.796,2.876,3.49,8.647,4.389,4.921,1623.002,22015.22,1.9,5.713,3.325,1.745,48.986,0.211,0.321,0.612,1.33,82.443,0.223,4.624,0.214,2.393,148.39,0.402,3.561,0.385,3.952,244.997,0.664,2.003,0.635,5.099,316.141,0.856,0.855,0.82,5.305,328.896,0.891,0.649,0.853,5.434,336.896,0.913,0.52,0.874,2.483,7.535,139.157,139.167,165.262,139.21,171.273,0.893,0.891,-3.298,0.886,-4.184,4.482,0.145,611.33,19.72,5.47,0.176,204.914,6.61,5.477,0.177,203.915,6.578,5.477,0.177,203.918,6.578,5.439,0.175,210.083,6.777,5.477,0.177,203.922,6.578,5.43,0.175,211.26,6.815,47,64,83,111,129,152,180,198,208,150,273.125,498.813,677.063,1004.547,1471.453,1994.766,2564.578,3062,125250.6,40.905,1377.735,63.746,31.225,0,0,204.986,0,0,85.34,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8885.932,3.139,234.955,286.643,1380.253,44.524,92.621,37.719,7.636,6.568,0.325,0.951,0.463,0.721,0.935,3.3,108.117,3.997,91.26,92.814,391.581,1.608,119.762,125.285,457.242,0.214,244.12,261.563,805.854,0.132,133.242,140.245,493.131,0,15.8,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0
271.44,6.03,26.68,44.09,28.56,34.92,0.59,0.98,0.63,1.75,45,20,48,23,6,26,4,10,3,0.06,0,0,6,25,18,1,1,0,0,0,0,0,0,0,0,4,0,1,0,3,0,1,1,247.133,55.978,1.244,116,200,146,222,21,15.603,2.051,2.182,0,41.5,8,41,84.067,68.2,0.205,3106,4052,3255,5374,18.826,19.647,682,3.589,72.779,40.268,421.302,51.144,1.498,931.5,24,2472,17990,5.472,54.555,14556,587.679,587.72,689.329,587.935,712.098,1.678,1.938,1.937,1.71,1.937,1.667,0.794,2.005,7.585,82.059,13.742,9.743,8.955,8.451,7.418,6.946,0.687,0.424,0.256,0.159,0.096,0.061,12.692,8.121,7.034,6.322,5.303,4.613,0.635,0.353,0.201,0.119,0.069,0.041,13.742,9.743,8.955,8.451,7.418,6.946,60.234,3.088,174.311,58.239,12.851,4.574,1.745,2.939,1.059,0.593,0.378,0.219,0.135,0.8,300,135,6.75,0.975,10.82,48,404,56,6,0.764,2.195,2.784,7.39,3.746,4.294,528.897,5040.276,1.846,4.58,2.727,1.629,25.846,0.285,0.41,0.915,1.244,55.978,0.227,4.248,0.219,2.147,96.631,0.391,3.345,0.379,3.712,167.02,0.676,1.78,0.654,4.792,215.624,0.872,0.7,0.845,4.969,223.624,0.905,0.522,0.876,4.969,223.624,0.905,0.522,0.876,2.609,6.974,60.679,60.684,73.479,60.708,76.476,0.393,0.392,-1.392,0.389,-1.795,3.959,0.198,140.939,7.047,4.403,0.22,111.724,5.586,4.408,0.22,111.295,5.565,4.408,0.22,111.297,5.565,4.35,0.218,115.325,5.766,4.408,0.22,111.303,5.565,4.338,0.217,116.105,5.805,35,53,77,113,133,158,175,188,164,80.25,137.375,238.938,305,413.531,524.563,644.406,650.219,1676,5707.063,3.405,45.452,42.042,20.375,0,0,116.09,0,38.411,0,147.063,0,60.486,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117.115,3.649,234.911,138.538,669.671,29.763,90.56,26.205,3.953,4.818,0.327,0.809,0.377,0.667,0.75,2.7,77.244,2.569,27.015,27.892,92.83,0.871,42.058,45.172,121.972,0.09,93.366,103.203,242.498,0.039,48.111,52.061,135.327,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262.39,6.4,23.99,40.75,25.5,38.17,0.59,0.99,0.62,2.01,41,19,42,20,7,24,2,2,8,0.19,1,0,6,22,15,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,219.66,58.949,1.438,92,236,105,226,11,13.118,1.869,1.995,0.001,41,5,25,84.175,85.474,0.298,3401,5197,3359,7493,19.383,48.713,812,4.749,57.929,32.307,686.067,30.566,4.383,1501.5,18.949,1227,6156,18.472,116.033,2943,638.667,638.752,881.933,639.35,939.696,1.659,2.11,2.109,1.581,2.108,1.492,0.895,1.805,11.314,90.448,13.665,9.241,7.615,6.524,5.043,3.362,0.719,0.462,0.293,0.198,0.133,0.088,11.979,6.697,4.762,3.477,2.344,1.303,0.63,0.335,0.183,0.105,0.062,0.034,13.665,9.241,7.615,6.524,5.043,3.362,58.789,3.204,126.316,56.329,14.194,6.804,3.629,5.083,1.005,0.56,0.343,0.177,0.078,0.833,346,168,8.842,1.446,14.499,63,427,51,14,0.986,2.55,3.313,7.16,4.037,4.222,566.447,5813.979,1.931,4.642,3.137,1.597,33.908,0.265,0.421,0.709,1.438,58.949,0.268,3.92,0.26,2.206,90.433,0.412,3.152,0.399,3.589,147.13,0.67,1.769,0.65,4.522,185.395,0.844,0.836,0.819,4.571,187.395,0.853,0.787,0.827,4.619,189.395,0.862,0.738,0.836,2.316,3.401,69.42,69.43,97.909,69.496,104.714,0.786,0.784,-2.784,0.778,-3.589,3.932,0.207,106.123,5.585,4.298,0.226,93.145,4.902,4.299,0.226,93.136,4.902,4.299,0.226,93.138,4.902,4.256,0.224,96.537,5.081,4.298,0.226,93.142,4.902,4.249,0.224,97.034,5.107,26,33,38,38,35,34,32,35,38,64.25,95.375,139.438,142.75,153.156,166.5,229.156,292.875,434,2153.5,4.962,19.388,38.111,19.253,0,59.251,66.899,0,0,0,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3532.78,3.608,117.85,172.331,605.228,29.523,46.647,23.268,5.681,5.428,0.364,0.917,0.663,0.724,0.83,7.1,68.026,5.298,26.459,26.85,205.495,2.379,41.618,43.008,234.839,0.187,94.944,99.334,449.183,0.122,47.844,49.606,254.85,0,25.31,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0
